               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1207,           0.0035675,            0.034062,                   0,                   0,                   0,                   0,                   0,          2.5306e-07,                   0,            0.070018,           0.0033314,           0.0033314
                   1,             0.10995,           0.0021935,            0.028415,                   0,                   0,                   0,                   0,                   0,          4.1891e-06,                   0,            0.039798,           0.0064448,           0.0064448
                   2,             0.11609,           0.0018003,            0.027944,                   0,                   0,                   0,                   0,                   0,          6.5286e-07,                   0,           0.0093579,           0.0093382,           0.0093382
                   3,              0.1146,           0.0017317,            0.026755,                   0,                   0,                   0,                   0,                   0,          1.4934e-05,                   0,             0.00901,             0.00901,             0.00901
                   4,             0.10887,           0.0019084,            0.025108,                   0,                   0,                   0,                   0,                   0,          4.6376e-05,                   0,             0.00901,             0.00901,             0.00901
                   5,             0.10551,           0.0019941,            0.024463,                   0,                   0,                   0,                   0,                   0,          4.4175e-05,                   0,             0.00868,             0.00868,             0.00868
                   6,             0.10365,           0.0020366,            0.023927,                   0,                   0,                   0,                   0,                   0,          1.8221e-05,                   0,             0.00835,             0.00835,             0.00835
                   7,            0.099844,           0.0020953,            0.022849,                   0,                   0,                   0,                   0,                   0,          5.2794e-05,                   0,             0.00802,             0.00802,             0.00802
                   8,            0.098511,           0.0022013,            0.022205,                   0,                   0,                   0,                   0,                   0,          5.1589e-05,                   0,             0.00769,             0.00769,             0.00769
                   9,            0.099007,           0.0020732,            0.021472,                   0,                   0,                   0,                   0,                   0,          5.0671e-05,                   0,             0.00736,             0.00736,             0.00736
                  10,            0.095333,           0.0021439,             0.02101,                   0,                   0,                   0,                   0,                   0,          7.3122e-05,                   0,             0.00703,             0.00703,             0.00703
                  11,            0.094775,           0.0022021,            0.020819,                   0,                   0,                   0,                   0,                   0,          6.2324e-05,                   0,              0.0067,              0.0067,              0.0067
                  12,            0.091423,           0.0022015,            0.020009,                   0,                   0,                   0,                   0,                   0,          9.4368e-05,                   0,             0.00637,             0.00637,             0.00637
                  13,            0.090693,           0.0021751,            0.019605,                   0,                   0,                   0,                   0,                   0,          7.6197e-05,                   0,             0.00604,             0.00604,             0.00604
                  14,            0.088413,           0.0022278,            0.018959,                   0,                   0,                   0,                   0,                   0,          9.8049e-05,                   0,             0.00571,             0.00571,             0.00571
                  15,            0.088601,            0.002236,            0.018912,                   0,                   0,                   0,                   0,                   0,          9.2316e-05,                   0,             0.00538,             0.00538,             0.00538
                  16,            0.086276,           0.0022013,            0.018608,                   0,                   0,                   0,                   0,                   0,          0.00010799,                   0,             0.00505,             0.00505,             0.00505
                  17,            0.085972,           0.0022417,            0.018364,                   0,                   0,                   0,                   0,                   0,          9.7623e-05,                   0,             0.00472,             0.00472,             0.00472
                  18,            0.082481,            0.002243,            0.017272,                   0,                   0,                   0,                   0,                   0,          0.00010887,                   0,             0.00439,             0.00439,             0.00439
                  19,            0.083477,            0.002173,            0.017621,                   0,                   0,                   0,                   0,                   0,          0.00010693,                   0,             0.00406,             0.00406,             0.00406
                  20,            0.082782,           0.0022631,            0.017473,                   0,                   0,                   0,                   0,                   0,          0.00010391,                   0,             0.00373,             0.00373,             0.00373
                  21,            0.080736,           0.0022108,            0.016759,                   0,                   0,                   0,                   0,                   0,          0.00011564,                   0,              0.0034,              0.0034,              0.0034
                  22,            0.079388,           0.0022421,            0.016481,                   0,                   0,                   0,                   0,                   0,          0.00012384,                   0,             0.00307,             0.00307,             0.00307
                  23,            0.077326,           0.0023365,            0.016777,                   0,                   0,                   0,                   0,                   0,           0.0001311,                   0,             0.00274,             0.00274,             0.00274
                  24,             0.07605,           0.0022799,            0.016335,                   0,                   0,                   0,                   0,                   0,          0.00012352,                   0,             0.00241,             0.00241,             0.00241
                  25,             0.07429,           0.0022585,            0.015376,                   0,                   0,                   0,                   0,                   0,          0.00012155,                   0,             0.00208,             0.00208,             0.00208
                  26,            0.072357,           0.0022209,            0.015318,                   0,                   0,                   0,                   0,                   0,          0.00012531,                   0,             0.00175,             0.00175,             0.00175
                  27,            0.072848,            0.002254,            0.015364,                   0,                   0,                   0,                   0,                   0,          0.00012976,                   0,             0.00142,             0.00142,             0.00142
                  28,            0.068803,           0.0022812,            0.014831,                   0,                   0,                   0,                   0,                   0,          0.00013566,                   0,             0.00109,             0.00109,             0.00109
                  29,            0.068279,           0.0022273,            0.014161,                   0,                   0,                   0,                   0,                   0,          0.00013426,                   0,             0.00076,             0.00076,             0.00076
