               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.034217,             0.02065,           0.0046275,             0.92019,             0.33347,             0.33874,             0.20507,            0.038365,            0.012592,            0.015119,            0.008779,            0.008779,            0.008779
                  39,            0.034513,            0.020553,           0.0045897,             0.90859,             0.33041,             0.36237,             0.20348,            0.037119,            0.012219,            0.014116,            0.008746,            0.008746,            0.008746
                  40,            0.033977,            0.020587,           0.0046253,             0.92657,             0.30021,             0.34999,             0.19379,            0.037256,            0.012451,            0.013877,            0.008713,            0.008713,            0.008713
                  41,            0.033621,             0.02037,           0.0047487,             0.90848,             0.32662,              0.3347,             0.19852,            0.037678,            0.011783,            0.013921,             0.00868,             0.00868,             0.00868
                  42,            0.033459,            0.020537,           0.0043588,              0.8603,             0.32649,             0.35331,             0.20456,            0.036678,            0.011801,            0.014589,            0.008647,            0.008647,            0.008647
                  43,            0.033952,            0.020386,           0.0046398,             0.92999,             0.33066,             0.35087,              0.2084,            0.037291,            0.012136,            0.017833,            0.008614,            0.008614,            0.008614
                  44,            0.033384,            0.020179,           0.0045513,             0.92669,             0.33585,             0.35143,             0.20521,            0.036862,            0.011905,            0.014663,            0.008581,            0.008581,            0.008581
                  45,            0.033698,            0.020364,           0.0046465,             0.92298,             0.33578,             0.35788,             0.20964,            0.037042,            0.011977,               0.016,            0.008548,            0.008548,            0.008548
                  46,            0.033218,            0.020141,           0.0038708,             0.93552,             0.33584,             0.35555,             0.20481,            0.035659,            0.011661,            0.014392,            0.008515,            0.008515,            0.008515
                  47,             0.03259,            0.020179,           0.0038923,             0.93702,             0.32456,             0.36741,             0.21983,            0.036504,            0.011679,            0.014186,            0.008482,            0.008482,            0.008482
                  48,            0.032542,            0.019826,           0.0041672,              0.9364,             0.32963,             0.36117,             0.21013,            0.036812,            0.011595,            0.015651,            0.008449,            0.008449,            0.008449
                  49,            0.032677,            0.019981,           0.0044429,             0.92489,             0.33974,             0.36683,             0.22311,            0.035773,            0.011627,             0.01444,            0.008416,            0.008416,            0.008416
                  50,            0.031848,            0.019585,           0.0039071,             0.92463,             0.33377,             0.36115,             0.21378,            0.036905,            0.011866,            0.018591,            0.008383,            0.008383,            0.008383
                  51,             0.03204,            0.019958,           0.0040544,              0.9199,             0.32247,             0.34911,             0.21638,            0.036099,            0.011688,             0.01595,             0.00835,             0.00835,             0.00835
                  52,            0.031978,            0.019417,           0.0041518,             0.93603,             0.33603,             0.38379,             0.23012,            0.034983,            0.011395,            0.013958,            0.008317,            0.008317,            0.008317
                  53,            0.031678,            0.019887,           0.0040484,             0.93219,               0.322,             0.36288,             0.20987,            0.036079,            0.011944,            0.015578,            0.008284,            0.008284,            0.008284
                  54,            0.031693,            0.019616,           0.0039468,             0.93334,              0.3358,             0.36754,             0.22375,            0.035701,            0.011667,            0.015904,            0.008251,            0.008251,            0.008251
                  55,            0.031454,            0.019134,           0.0037573,             0.94006,             0.32292,             0.36421,             0.21367,            0.035963,             0.01165,            0.016478,            0.008218,            0.008218,            0.008218
                  56,            0.031163,            0.019337,           0.0034547,             0.93526,             0.32602,             0.37454,             0.22469,            0.034703,            0.011408,            0.014271,            0.008185,            0.008185,            0.008185
                  57,            0.031463,            0.019402,           0.0041006,             0.93844,             0.33348,             0.35443,             0.21115,            0.035038,            0.011499,             0.01372,            0.008152,            0.008152,            0.008152
                  58,            0.031214,            0.019304,           0.0040669,             0.93722,             0.31731,             0.34142,             0.19774,            0.036272,            0.011833,             0.01771,            0.008119,            0.008119,            0.008119
                  59,            0.031234,            0.019043,           0.0036992,             0.94555,             0.33452,              0.3793,             0.22759,            0.034874,            0.011279,            0.013863,            0.008086,            0.008086,            0.008086
                  60,            0.030981,             0.01929,           0.0038752,             0.93909,             0.33425,             0.37037,             0.22336,            0.035136,            0.011524,            0.015478,            0.008053,            0.008053,            0.008053
                  61,            0.030985,            0.019193,            0.003924,             0.93352,             0.32924,             0.37562,              0.2131,             0.03595,            0.011228,            0.016452,             0.00802,             0.00802,             0.00802
                  62,            0.030794,            0.018944,           0.0038231,             0.93367,             0.33067,             0.35911,              0.2153,            0.035489,            0.011468,            0.017552,            0.007987,            0.007987,            0.007987
                  63,            0.030428,            0.018704,           0.0037177,             0.93658,             0.34122,             0.38087,             0.23492,             0.03385,            0.011086,            0.014158,            0.007954,            0.007954,            0.007954
                  64,            0.030451,            0.018873,           0.0035914,             0.92995,             0.33084,             0.34782,             0.21038,            0.035643,            0.011477,            0.018229,            0.007921,            0.007921,            0.007921
                  65,            0.030457,            0.018783,           0.0034646,             0.92898,             0.32963,             0.34807,             0.21017,             0.03545,            0.011596,            0.017056,            0.007888,            0.007888,            0.007888
                  66,             0.02994,            0.018569,           0.0034821,             0.70544,             0.41186,             0.39125,             0.23587,            0.034563,            0.011152,            0.015381,            0.007855,            0.007855,            0.007855
                  67,            0.030073,            0.018956,           0.0036982,             0.92851,             0.34522,             0.38126,             0.22754,            0.035014,              0.0112,            0.016494,            0.007822,            0.007822,            0.007822
                  68,            0.030324,            0.018704,           0.0037484,             0.62531,             0.39132,             0.40932,             0.23228,            0.034726,            0.011321,            0.016047,            0.007789,            0.007789,            0.007789
                  69,            0.029857,            0.018561,           0.0034391,             0.93064,             0.33475,             0.36057,             0.21995,            0.034593,            0.011005,            0.017551,            0.007756,            0.007756,            0.007756
                  70,            0.029787,            0.018447,           0.0034623,              0.9341,             0.33744,             0.36995,             0.22218,              0.0352,            0.011257,            0.017309,            0.007723,            0.007723,            0.007723
                  71,            0.029584,            0.018422,           0.0034234,             0.91567,             0.34545,             0.35333,             0.20936,            0.035709,            0.011562,            0.019699,             0.00769,             0.00769,             0.00769
                  72,            0.029522,             0.01844,           0.0035157,             0.93089,             0.34447,              0.3787,              0.2076,            0.035985,            0.011321,            0.017443,            0.007657,            0.007657,            0.007657
                  73,            0.029855,            0.018444,           0.0032119,             0.93753,             0.32688,             0.39305,             0.23263,            0.034218,            0.011202,            0.017076,            0.007624,            0.007624,            0.007624
                  74,            0.029655,             0.01837,           0.0036388,             0.94321,             0.34305,             0.36277,             0.22482,            0.034611,            0.011261,            0.017199,            0.007591,            0.007591,            0.007591
                  75,            0.029646,            0.018689,           0.0036984,             0.91956,             0.32144,             0.35207,             0.21418,            0.034892,            0.011628,            0.018044,            0.007558,            0.007558,            0.007558
                  76,             0.02942,            0.018295,           0.0036946,             0.93367,             0.33859,             0.36103,             0.22266,            0.034626,            0.011358,            0.018237,            0.007525,            0.007525,            0.007525
                  77,            0.029272,            0.018215,           0.0035573,             0.93609,              0.3463,             0.36743,             0.21662,            0.034565,            0.011174,            0.016694,            0.007492,            0.007492,            0.007492
                  78,            0.029332,            0.018059,           0.0037435,             0.93352,             0.34161,             0.36988,             0.23094,            0.034688,            0.011428,             0.01749,            0.007459,            0.007459,            0.007459
                  79,            0.029116,            0.018266,           0.0030604,             0.94097,             0.34332,             0.34005,             0.21652,            0.035636,            0.011652,            0.021542,            0.007426,            0.007426,            0.007426
                  80,            0.028823,            0.018325,           0.0033408,             0.93008,             0.34098,             0.36055,             0.21892,            0.034599,            0.011044,            0.016593,            0.007393,            0.007393,            0.007393
                  81,            0.028824,            0.018293,           0.0030847,             0.93113,             0.34151,             0.38089,             0.22923,            0.034224,            0.011013,            0.015743,             0.00736,             0.00736,             0.00736
                  82,            0.029053,            0.018035,           0.0036154,             0.94392,             0.34349,              0.3741,             0.22455,            0.034538,            0.011165,            0.018991,            0.007327,            0.007327,            0.007327
                  83,            0.028579,             0.01805,           0.0030343,             0.93931,             0.33738,             0.35889,             0.22213,            0.034684,            0.011409,            0.018625,            0.007294,            0.007294,            0.007294
                  84,            0.028673,            0.017794,           0.0032452,             0.93942,             0.34366,             0.36171,             0.22705,            0.034325,            0.011161,            0.018162,            0.007261,            0.007261,            0.007261
                  85,            0.028504,            0.017965,           0.0033134,             0.94019,             0.34746,             0.38509,             0.25506,            0.033805,            0.010801,            0.016618,            0.007228,            0.007228,            0.007228
                  86,            0.029127,            0.018005,           0.0036174,             0.94072,             0.34371,             0.38944,             0.22921,            0.033689,            0.010907,            0.014608,            0.007195,            0.007195,            0.007195
                  87,            0.028505,            0.017715,           0.0033775,              0.9421,             0.34995,             0.37017,             0.23068,            0.034223,            0.011059,            0.016884,            0.007162,            0.007162,            0.007162
                  88,            0.028332,            0.017559,           0.0032775,             0.93867,             0.34427,             0.37756,             0.22487,            0.034445,            0.011045,            0.019313,            0.007129,            0.007129,            0.007129
                  89,             0.02809,            0.017981,             0.00319,             0.95696,             0.33203,             0.37895,             0.23496,            0.033946,            0.011155,            0.017537,            0.007096,            0.007096,            0.007096
                  90,             0.02891,            0.017531,           0.0040855,             0.95169,             0.34827,              0.3838,             0.23953,            0.033492,            0.011018,            0.016442,            0.007063,            0.007063,            0.007063
                  91,            0.028227,            0.017892,            0.003145,             0.94333,              0.3534,             0.38577,             0.22991,            0.033963,            0.011011,            0.016713,             0.00703,             0.00703,             0.00703
                  92,            0.028136,            0.017592,            0.003309,              0.9411,             0.34896,             0.37072,             0.23351,            0.034128,            0.011227,            0.019959,            0.006997,            0.006997,            0.006997
                  93,            0.027724,            0.017434,            0.002987,             0.93546,             0.34409,             0.35392,             0.22619,            0.034065,            0.011499,            0.020178,            0.006964,            0.006964,            0.006964
                  94,            0.028177,            0.017922,           0.0032959,             0.93932,             0.33877,             0.36703,             0.23353,            0.033946,            0.011333,            0.016503,            0.006931,            0.006931,            0.006931
                  95,             0.02792,            0.017671,           0.0031327,             0.94345,             0.34301,             0.41001,             0.24987,            0.032823,            0.010858,            0.014415,            0.006898,            0.006898,            0.006898
                  96,            0.028173,            0.017302,            0.003685,             0.94492,             0.34934,             0.38182,             0.23949,              0.0332,            0.010796,            0.016303,            0.006865,            0.006865,            0.006865
                  97,            0.027563,            0.017413,           0.0032587,             0.60851,             0.39494,             0.39575,             0.23226,            0.032564,            0.010753,            0.013906,            0.006832,            0.006832,            0.006832
                  98,            0.027469,            0.017125,           0.0034151,             0.94665,              0.3451,             0.38258,             0.23797,            0.033038,            0.010983,            0.015799,            0.006799,            0.006799,            0.006799
                  99,             0.02738,            0.017242,           0.0029537,             0.86787,             0.37868,             0.39718,             0.23733,             0.03291,            0.010707,            0.016517,            0.006766,            0.006766,            0.006766
                 100,            0.027416,            0.017375,           0.0032755,             0.95206,             0.34209,             0.36186,             0.22925,            0.033398,             0.01117,            0.018148,            0.006733,            0.006733,            0.006733
                 101,            0.027216,             0.01721,           0.0030064,             0.94638,             0.35233,             0.37273,             0.23951,             0.03279,            0.010768,            0.016741,              0.0067,              0.0067,              0.0067
                 102,            0.027007,             0.01708,           0.0029613,               0.939,             0.34677,             0.36925,             0.23409,            0.033417,            0.010999,            0.018713,            0.006667,            0.006667,            0.006667
                 103,            0.027297,            0.017219,           0.0031672,              0.9472,             0.34019,             0.38224,             0.24205,            0.032632,            0.010821,            0.016426,            0.006634,            0.006634,            0.006634
                 104,            0.026997,            0.017123,           0.0029935,             0.94719,             0.34162,             0.40319,             0.24723,            0.031731,            0.010465,            0.014381,            0.006601,            0.006601,            0.006601
                 105,            0.027263,            0.017007,           0.0032961,             0.88838,             0.36478,             0.41422,             0.25632,            0.031557,            0.010392,            0.014282,            0.006568,            0.006568,            0.006568
                 106,            0.027397,            0.017001,           0.0030132,             0.94969,             0.34676,             0.39123,             0.24122,            0.032903,             0.01099,            0.018497,            0.006535,            0.006535,            0.006535
                 107,            0.027367,            0.017139,           0.0033945,             0.94498,             0.34982,             0.37309,             0.23585,            0.032739,            0.011072,            0.017869,            0.006502,            0.006502,            0.006502
                 108,            0.027228,            0.017169,           0.0032727,             0.88197,             0.35964,              0.3834,              0.2418,            0.032739,            0.010884,            0.017964,            0.006469,            0.006469,            0.006469
                 109,            0.027093,            0.016714,           0.0030774,             0.94733,             0.34085,             0.38538,             0.24534,            0.032901,            0.011147,             0.01912,            0.006436,            0.006436,            0.006436
                 110,            0.026917,            0.016475,           0.0032236,             0.94435,             0.34565,             0.37763,             0.23398,            0.032892,            0.010962,            0.019052,            0.006403,            0.006403,            0.006403
                 111,            0.026936,            0.017057,           0.0030648,             0.70797,             0.39425,             0.40972,              0.2489,            0.032259,            0.010785,            0.016012,             0.00637,             0.00637,             0.00637
                 112,            0.027327,            0.017127,           0.0031681,             0.81857,             0.39196,             0.41521,             0.25306,            0.032038,            0.010555,            0.014771,            0.006337,            0.006337,            0.006337
                 113,            0.026868,            0.017048,           0.0029447,             0.94021,             0.35433,             0.39716,             0.24083,            0.032212,             0.01083,            0.016049,            0.006304,            0.006304,            0.006304
                 114,            0.026547,            0.016493,           0.0030993,             0.81762,             0.39246,             0.38689,             0.24855,            0.031994,            0.010693,            0.015797,            0.006271,            0.006271,            0.006271
                 115,            0.026509,            0.016543,            0.003123,             0.95031,             0.34252,             0.38261,             0.24331,            0.032336,            0.010553,            0.015279,            0.006238,            0.006238,            0.006238
                 116,            0.026435,             0.01656,           0.0029243,             0.88903,              0.3723,             0.40648,             0.25431,            0.032251,             0.01075,            0.016838,            0.006205,            0.006205,            0.006205
                 117,            0.026429,            0.016557,           0.0029103,             0.94997,             0.34905,             0.37494,             0.24046,             0.03284,            0.010865,            0.017596,            0.006172,            0.006172,            0.006172
                 118,            0.026466,            0.016406,           0.0027964,             0.95164,             0.35416,             0.38045,             0.23924,            0.033095,            0.010847,            0.018128,            0.006139,            0.006139,            0.006139
                 119,            0.026107,            0.016478,            0.002876,             0.88106,              0.3689,             0.37076,             0.23585,            0.032842,            0.010813,            0.017608,            0.006106,            0.006106,            0.006106
                 120,            0.026401,            0.016897,           0.0030535,             0.94688,             0.34635,             0.37738,             0.23977,            0.033044,            0.010942,            0.018423,            0.006073,            0.006073,            0.006073
                 121,            0.026638,            0.016612,           0.0030939,             0.94659,              0.3474,             0.36442,             0.23999,            0.032696,            0.010944,             0.01885,             0.00604,             0.00604,             0.00604
                 122,            0.026138,              0.0164,           0.0027257,             0.95059,             0.34538,             0.37077,             0.24404,              0.0323,            0.010852,            0.017367,            0.006007,            0.006007,            0.006007
                 123,            0.025945,            0.016342,           0.0027236,             0.94708,             0.34565,             0.36296,              0.2401,            0.032571,            0.010727,            0.017415,            0.005974,            0.005974,            0.005974
                 124,            0.025989,            0.016138,           0.0027775,             0.94832,             0.34234,             0.35934,             0.23826,            0.032623,            0.011101,            0.018274,            0.005941,            0.005941,            0.005941
                 125,            0.026143,            0.016374,           0.0028494,             0.94293,             0.34492,             0.36769,             0.23982,            0.032601,            0.011028,            0.018823,            0.005908,            0.005908,            0.005908
                 126,            0.025874,            0.016375,           0.0027222,             0.94417,              0.3454,             0.36626,             0.24451,            0.032432,            0.010926,            0.019355,            0.005875,            0.005875,            0.005875
                 127,             0.02602,            0.016351,           0.0029246,             0.94523,             0.34749,             0.36059,             0.23758,            0.032771,            0.011163,            0.020228,            0.005842,            0.005842,            0.005842
                 128,            0.025889,            0.016505,           0.0029336,              0.9487,             0.34252,             0.36688,             0.24617,            0.032124,            0.010859,            0.018767,            0.005809,            0.005809,            0.005809
                 129,            0.026018,             0.01628,           0.0027749,             0.94227,             0.35066,             0.37051,             0.24523,             0.03187,            0.010929,            0.017661,            0.005776,            0.005776,            0.005776
                 130,            0.025585,            0.016076,           0.0027517,              0.9487,             0.34467,             0.37982,             0.24634,            0.031963,            0.011015,              0.0185,            0.005743,            0.005743,            0.005743
                 131,            0.025756,             0.01638,           0.0025186,             0.94986,             0.34411,             0.36766,             0.24279,            0.032297,            0.010978,            0.018567,             0.00571,             0.00571,             0.00571
                 132,             0.02569,            0.016166,           0.0028171,             0.64557,             0.38039,             0.37386,             0.24349,            0.031831,            0.010563,            0.016789,            0.005677,            0.005677,            0.005677
                 133,            0.025679,            0.016474,           0.0028388,             0.72916,             0.37549,             0.38427,              0.2467,            0.032223,            0.010718,             0.01783,            0.005644,            0.005644,            0.005644
                 134,            0.025743,            0.016355,           0.0028075,             0.74515,             0.38272,             0.38543,             0.24852,            0.032059,            0.010703,             0.01698,            0.005611,            0.005611,            0.005611
                 135,            0.025368,            0.016009,           0.0026336,             0.94313,             0.34702,             0.38732,             0.24302,            0.032144,            0.010875,            0.018465,            0.005578,            0.005578,            0.005578
                 136,            0.025465,            0.016454,           0.0027028,             0.94187,             0.34835,              0.3807,             0.24145,            0.032232,             0.01088,            0.019131,            0.005545,            0.005545,            0.005545
                 137,            0.025408,             0.01589,           0.0029559,             0.72984,             0.37608,             0.37586,             0.24165,            0.032411,            0.010829,             0.01878,            0.005512,            0.005512,            0.005512
                 138,             0.02554,            0.016316,           0.0029203,             0.95172,              0.3481,             0.37955,             0.24142,            0.032236,            0.010773,             0.01732,            0.005479,            0.005479,            0.005479
                 139,            0.025515,             0.01614,           0.0027181,             0.94901,             0.34632,             0.37177,             0.24525,            0.032232,            0.010829,            0.018475,            0.005446,            0.005446,            0.005446
                 140,            0.025456,            0.016175,           0.0028899,             0.95214,             0.34536,             0.38363,             0.24672,            0.031588,            0.010757,            0.017733,            0.005413,            0.005413,            0.005413
                 141,            0.025284,            0.015932,           0.0026578,             0.79976,             0.37094,             0.38601,              0.2543,            0.031612,            0.010837,            0.017975,             0.00538,             0.00538,             0.00538
                 142,            0.025156,            0.015735,           0.0025147,             0.75534,             0.39169,             0.39456,             0.25278,            0.031445,             0.01063,            0.017834,            0.005347,            0.005347,            0.005347
                 143,            0.025074,            0.015573,           0.0026149,             0.84535,             0.38133,              0.3882,             0.24758,              0.0316,            0.010753,             0.01783,            0.005314,            0.005314,            0.005314
                 144,             0.02471,            0.015853,           0.0025596,             0.95287,             0.34691,             0.37314,             0.24488,            0.031676,            0.010931,            0.018307,            0.005281,            0.005281,            0.005281
                 145,            0.024927,            0.015784,           0.0026292,             0.95358,             0.34546,             0.37504,             0.24644,            0.031655,            0.010887,            0.018594,            0.005248,            0.005248,            0.005248
                 146,            0.025026,            0.015634,           0.0027957,             0.68145,             0.37768,             0.38149,             0.24387,            0.031856,            0.010849,            0.018929,            0.005215,            0.005215,            0.005215
                 147,            0.025218,            0.016033,           0.0029569,             0.95566,             0.34621,             0.38254,             0.24682,            0.031604,            0.010793,            0.018191,            0.005182,            0.005182,            0.005182
                 148,            0.024968,            0.015943,           0.0027758,             0.63744,             0.38085,             0.39342,             0.25002,            0.031304,            0.010544,            0.016657,            0.005149,            0.005149,            0.005149
                 149,             0.02499,            0.015936,           0.0025292,             0.95053,              0.3484,             0.38286,             0.24879,            0.031726,            0.010737,            0.017865,            0.005116,            0.005116,            0.005116
                 150,            0.024629,             0.01538,            0.002565,             0.94951,             0.34752,             0.38053,             0.24821,            0.031961,            0.010798,            0.017866,            0.005083,            0.005083,            0.005083
                 151,            0.024856,            0.015838,           0.0025332,             0.90063,             0.36918,             0.37716,             0.24391,            0.032422,            0.011063,            0.019458,             0.00505,             0.00505,             0.00505
                 152,            0.024999,            0.015886,           0.0027405,             0.95489,             0.34533,             0.37606,             0.24652,            0.032249,            0.011068,            0.018858,            0.005017,            0.005017,            0.005017
                 153,            0.024521,            0.015806,           0.0026632,             0.89894,             0.36771,             0.38107,             0.25217,            0.032001,             0.01086,            0.018145,            0.004984,            0.004984,            0.004984
                 154,            0.024341,             0.01558,           0.0025062,             0.81525,             0.37756,             0.38577,             0.25229,            0.031805,            0.010567,            0.017091,            0.004951,            0.004951,            0.004951
                 155,            0.024678,            0.015666,           0.0024411,             0.95698,             0.34518,             0.37846,             0.24779,            0.031766,            0.010593,            0.017852,            0.004918,            0.004918,            0.004918
                 156,            0.024531,             0.01566,           0.0025434,             0.71102,             0.38784,             0.39971,             0.25344,            0.031428,            0.010489,            0.017629,            0.004885,            0.004885,            0.004885
                 157,            0.024836,            0.015347,           0.0027121,             0.63421,             0.38511,             0.38783,             0.25077,            0.031337,            0.010425,            0.017295,            0.004852,            0.004852,            0.004852
                 158,            0.024615,             0.01561,           0.0026444,             0.57341,             0.38938,             0.38667,             0.25024,            0.031343,            0.010501,            0.017766,            0.004819,            0.004819,            0.004819
                 159,             0.02414,            0.015385,           0.0023338,              0.8131,             0.37705,             0.37567,             0.25354,            0.031445,            0.010629,            0.018553,            0.004786,            0.004786,            0.004786
                 160,            0.024055,            0.015604,           0.0025442,             0.83412,              0.3831,             0.37546,             0.24843,            0.031614,            0.010633,            0.018031,            0.004753,            0.004753,            0.004753
                 161,            0.024413,            0.015371,           0.0026217,             0.84463,             0.38738,             0.38387,             0.24847,            0.031593,            0.010634,            0.017814,             0.00472,             0.00472,             0.00472
                 162,            0.024017,            0.015418,           0.0022967,             0.83586,             0.37728,             0.38624,             0.24968,            0.031418,            0.010497,            0.017793,            0.004687,            0.004687,            0.004687
                 163,            0.023999,            0.015156,           0.0022473,             0.84258,             0.37598,             0.38498,             0.25078,            0.031599,            0.010607,            0.018194,            0.004654,            0.004654,            0.004654
                 164,            0.024347,            0.015226,            0.002768,             0.82544,             0.37223,             0.38688,              0.2511,            0.031458,            0.010486,            0.017183,            0.004621,            0.004621,            0.004621
